1 0 0.0 0.0 0 0 
100 0 0.0 0.0 0 0 
200 0 0.0 0.0 0 0 
300 0 0.0 0.0 0 0 
400 0 0.0 0.0 0 0 
500 0 0.0 0.0 0 0 
600 0 0.0 0.0 0 0 
700 0 0.0 0.0 0 0 
800 173 19.22222222222222 0.8181818181818182 9 2 
900 514 24.476190476190474 0.875 21 3 
1000 486 21.130434782608695 0.92 23 2 
1100 865 27.03125 0.8421052631578947 32 6 
1200 1189 25.847826086956523 0.8518518518518519 46 8 
1300 1644 32.23529411764706 0.8793103448275862 51 7 
1400 1666 27.311475409836067 0.8591549295774648 61 10 
1500 1105 20.462962962962962 0.9642857142857143 54 2 
1600 1572 23.46268656716418 0.9436619718309859 67 4 
1700 2009 30.907692307692308 0.9558823529411765 65 3 
1800 1406 19.802816901408452 0.9342105263157895 71 5 
1900 1399 22.206349206349206 0.9130434782608695 63 6 
2000 2353 26.144444444444446 0.9 90 10 
2100 2181 27.60759493670886 0.9404761904761905 79 5 
2200 1732 25.470588235294116 0.9577464788732394 68 3 
2300 2165 30.069444444444443 0.9 72 8 
2400 2201 28.21794871794872 0.9512195121951219 78 4 
2501 2197 29.293333333333333 0.9493670886075949 75 4 
2600 1732 24.742857142857144 0.9333333333333333 70 5 
2700 1784 20.272727272727273 0.9263157894736842 88 7 
2801 1851 28.045454545454547 0.9565217391304348 66 3 
2900 1560 18.571428571428573 0.9333333333333333 84 6 
3000 1601 20.525641025641026 0.9176470588235294 78 7 
3100 1463 20.319444444444443 0.9473684210526315 72 4 
3200 1844 21.694117647058825 0.9770114942528736 85 2 
3300 2031 26.03846153846154 0.9629629629629629 78 3 
3400 2439 27.1 0.967741935483871 90 3 
3500 2011 22.852272727272727 0.9887640449438202 88 1 
3600 1925 20.052083333333332 0.9696969696969697 96 3 
3700 1864 21.181818181818183 0.9887640449438202 88 1 
3800 2256 24.791208791208792 0.9479166666666666 91 5 
3900 1680 19.53488372093023 0.9555555555555556 86 4 
4001 2747 29.22340425531915 0.9690721649484536 94 3 
4100 1622 21.91891891891892 0.9487179487179487 74 4 
4201 1564 21.72222222222222 0.9473684210526315 72 4 
4301 1269 18.66176470588235 0.9444444444444444 68 4 
4400 1635 22.094594594594593 0.9866666666666667 74 1 
4500 1758 21.4390243902439 0.9534883720930233 82 4 
4600 2005 21.559139784946236 0.96875 93 3 
4700 1024 17.35593220338983 0.9365079365079365 59 4 
4801 2059 22.877777777777776 0.967741935483871 90 3 
4900 1654 20.170731707317074 0.9534883720930233 82 4 
5000 2021 24.950617283950617 0.9878048780487805 81 1 
5100 1339 17.166666666666668 0.9397590361445783 78 5 
5200 2098 24.976190476190474 0.9655172413793104 84 3 
5301 1720 22.933333333333334 0.9615384615384616 75 3 
5400 1599 20.5 0.9629629629629629 78 3 
5500 2243 23.364583333333332 0.9795918367346939 96 2 
5600 1455 16.53409090909091 0.9887640449438202 88 1 
5700 1701 21.2625 0.9876543209876543 80 1 
5800 1872 26.742857142857144 0.9722222222222222 70 2 
5900 1913 23.617283950617285 0.9759036144578314 81 2 
6000 1589 19.14457831325301 0.9651162790697675 83 3 
6100 2276 22.313725490196077 0.9532710280373832 102 5 
6200 1866 24.233766233766232 0.9871794871794872 77 1 
6300 1605 19.814814814814813 0.9759036144578314 81 2 
6400 1793 20.848837209302324 0.9885057471264368 86 1 
6501 1806 21.759036144578314 0.9540229885057471 83 4 
6601 1867 19.861702127659573 0.9591836734693877 94 4 
6700 1747 23.931506849315067 0.9358974358974359 73 5 
6800 1992 25.53846153846154 0.975 78 2 
6900 1775 21.646341463414632 0.9879518072289156 82 1 
7000 1718 23.534246575342465 0.948051948051948 73 4 
7101 1729 21.88607594936709 0.9875 79 1 
7200 1859 25.12162162162162 0.9736842105263158 74 2 
7300 1851 19.48421052631579 0.9693877551020408 95 3 
7400 2156 25.069767441860463 0.9772727272727273 86 2 
7500 1793 21.094117647058823 0.9770114942528736 85 2 
7600 1629 20.620253164556964 0.9875 79 1 
7700 1884 22.975609756097562 0.9647058823529412 82 3 
7800 2104 22.869565217391305 1.0 92 0 
7901 1279 18.014084507042252 0.9466666666666667 71 4 
8000 1554 21.0 0.9367088607594937 74 5 
8100 1958 20.829787234042552 0.9791666666666666 94 2 
8200 1870 21.49425287356322 0.9775280898876404 87 2 
8300 1604 20.83116883116883 0.9746835443037974 77 2 
8400 1450 22.307692307692307 0.9420289855072463 65 4 
8500 1736 20.91566265060241 1.0 83 0 
8600 1805 21.746987951807228 1.0 83 0 
8700 2158 21.7979797979798 0.9801980198019802 99 2 
8800 1685 22.77027027027027 0.9736842105263158 74 2 
8900 1594 19.204819277108435 0.9431818181818182 83 5 
9000 1329 18.205479452054796 0.8902439024390244 73 9 
9100 1662 23.083333333333332 0.972972972972973 72 2 
9200 2025 24.397590361445783 1.0 83 0 
9300 1628 18.71264367816092 0.9560439560439561 87 4 
9401 2269 24.934065934065934 0.9578947368421052 91 4 
9500 1523 20.58108108108108 0.961038961038961 74 3 
9600 1761 19.141304347826086 0.968421052631579 92 3 
9700 2032 20.73469387755102 0.9702970297029703 98 3 
9800 1846 19.849462365591396 0.9789473684210527 93 2 
9900 1841 21.916666666666668 0.9882352941176471 84 1 
10000 1585 19.8125 0.975609756097561 80 2 
10100 1624 20.82051282051282 0.975 78 2 
10200 1669 20.10843373493976 0.9222222222222223 83 7 
10300 2157 26.9625 0.963855421686747 80 3 
10400 1946 22.367816091954023 0.9560439560439561 87 4 
10500 1261 15.962025316455696 0.9753086419753086 79 2 
10600 1931 18.931372549019606 1.0 102 0 
10700 1751 21.353658536585368 0.9761904761904762 82 2 
10800 2206 23.46808510638298 0.9591836734693877 94 4 
10900 2365 25.159574468085108 0.9894736842105263 94 1 
11001 2132 26.65 0.963855421686747 80 3 
11100 2151 21.51 0.9433962264150944 100 6 
11200 2405 29.329268292682926 0.9647058823529412 82 3 
11300 1448 18.564102564102566 0.9397590361445783 78 5 
11400 1802 22.246913580246915 0.9759036144578314 81 2 
11500 2145 22.819148936170212 0.9591836734693877 94 4 
11600 1773 22.1625 0.963855421686747 80 3 
11700 1760 22.564102564102566 0.975 78 2 
11800 2352 25.565217391304348 0.989247311827957 92 1 
11900 2607 29.292134831460675 0.9368421052631579 89 6 
12000 1736 22.256410256410255 1.0 78 0 
12100 1944 24.0 0.9759036144578314 81 2 
12200 1899 23.7375 0.963855421686747 80 3 
12300 1937 23.337349397590362 0.9651162790697675 83 3 
12400 1883 25.106666666666666 0.9375 75 5 
12500 2489 25.65979381443299 0.9797979797979798 97 2 
12600 1941 24.884615384615383 0.9397590361445783 78 5 
12700 1234 18.984615384615385 0.9848484848484849 65 1 
12800 1213 17.579710144927535 0.9857142857142858 69 1 
12900 2089 23.738636363636363 0.967032967032967 88 3 
13000 2121 26.185185185185187 0.9418604651162791 81 5 
13100 1619 20.2375 0.963855421686747 80 3 
13201 1359 14.771739130434783 0.9787234042553191 92 2 
13300 1659 20.7375 0.975609756097561 80 2 
13400 1906 23.825 0.963855421686747 80 3 
13500 1650 17.741935483870968 0.96875 93 3 
13600 1883 26.9 0.958904109589041 70 3 
13700 1713 23.465753424657535 0.9733333333333334 73 2 
13801 1767 28.5 0.9393939393939394 62 4 
13901 1666 23.13888888888889 0.935064935064935 72 5 
14000 2219 24.655555555555555 0.989010989010989 90 1 
14100 1370 18.266666666666666 0.9036144578313253 75 8 
14200 1592 24.875 0.9846153846153847 64 1 
14300 1604 20.564102564102566 0.9629629629629629 78 3 
14400 1337 20.890625 0.9552238805970149 64 3 
14500 1443 18.986842105263158 0.9743589743589743 76 2 
14600 1767 20.788235294117648 0.9550561797752809 85 4 
14701 1948 22.651162790697676 0.9772727272727273 86 2 
